fips,date,count
42049,2020-11-05,568
42051,2020-11-06,157
42053,2020-11-05,2321
42055,2020-11-06,375
42059,2021-06-14,73
42061,2020-11-05,37
42063,2020-11-05,162
42065,2020-11-05,133
42067,2020-11-05,158
42069,2020-11-06,777
42071,2021-03-29,680
42073,2020-06-12,94
42075,2020-10-29,300
42077,2020-10-29,682
42079,2020-10-29,405
42081,2020-06-15,213
42083,2020-10-29,66
42085,2021-06-14,213
42087,2020-10-29,160
42089,2020-04-13,321
42091,2020-10-29,936
42093,2020-10-29,15
42095,2020-10-29,514
42097,2020-10-29,209
42099,2020-10-29,86
42101,2020-11-30,4320
42103,2020-04-08,224
42105,2020-10-29,47
42107,2020-10-29,243
42109,2020-11-29,69
42111,2020-06-09,72
42113,2020-06-08,4
42115,2020-11-06,54
42117,2020-11-06,54
42119,2020-11-06,28
42121,2020-11-17,136
42123,2020-11-17,87
42125,2020-06-12,282
42127,2020-11-17,63
42129,2020-06-08,429
42131,2020-06-08,36
44000,2021-06-14,2106
45000,2021-06-14,15274
45003,2021-03-29,377
45007,2021-03-29,397
45013,2021-06-14,100
45015,2021-03-29,357
45019,2021-01-11,793
45021,2021-06-14,335
45023,2021-06-14,70
45031,2021-03-29,170
45041,2021-06-14,359
45055,2021-06-14,101
45059,2021-03-30,169
45063,2021-03-29,416
45067,2021-03-30,76
45071,2021-03-29,53
45073,2021-06-14,164
45077,2021-06-14,232
45083,2021-03-29,1143
45085,2021-06-14,299
45087,2021-06-14,95
46011,2021-03-29,31
46027,2021-06-14,16
46029,2021-03-29,50
46099,2021-03-30,483
46103,2021-03-30,597
46113,2021-06-14,207
47000,2021-06-04,24494
47001,2020-12-31,386
47003,2020-12-31,158
47005,2020-12-31,83
47007,2020-12-31,122
47009,2021-03-30,414
47011,2020-12-31,381
47013,2020-12-31,203
47015,2020-12-31,50
47017,2020-12-31,68
47019,2021-06-14,0
47021,2020-12-31,78
47023,2020-12-31,72
47025,2020-12-31,172
47027,2020-12-31,10
47029,2020-12-31,122
47031,2020-12-31,239
47033,2020-12-31,37
47035,2020-12-31,149
47037,2020-12-31,1521
47039,2020-12-31,51
47041,2020-12-31,21
47043,2020-12-31,229
47045,2020-12-31,181
47047,2020-12-31,96
47049,2020-12-31,136
47051,2020-12-31,165
47053,2020-12-31,266
47055,2021-06-14,89
47057,2020-12-31,76
47059,2020-12-31,300
47061,2020-12-31,60
47063,2021-06-14,260
47065,2020-12-31,1291
47067,2020-12-31,105
47069,2020-12-31,76
47071,2020-12-31,104
47073,2020-12-31,186
47075,2020-12-31,93
47077,2020-12-31,188
47079,2020-12-31,145
47081,2020-12-31,81
47083,2020-12-31,23
47085,2020-12-31,92
47087,2020-12-31,100
47089,2020-12-31,185
47091,2020-12-31,66
47093,2021-03-30,944
47095,2020-12-31,33
47097,2020-12-31,69
47099,2021-06-14,178
47101,2020-12-31,39
47103,2020-12-31,79
47105,2021-03-29,126
47107,2020-12-31,180
47109,2020-12-31,98
47111,2020-12-31,136
47113,2020-12-31,438
47115,2020-12-31,88
47117,2021-06-14,123
47119,2020-12-31,265
47121,2020-12-31,53
47123,2021-03-30,251
47125,2020-12-31,490
47127,2020-12-31,20
47129,2020-12-31,35
47131,2020-12-31,119
47133,2020-12-31,121
47135,2020-12-31,57
47137,2020-12-31,0
47139,2021-03-29,159
47141,2020-12-31,209
47143,2020-12-31,114
47145,2020-12-31,138
47147,2021-06-14,260
47149,2020-12-31,784
47151,2020-12-31,120
47153,2020-12-31,87
47155,2021-03-29,330
47157,2020-12-31,3604
47159,2020-12-31,109
47161,2020-12-31,52
47163,2020-12-31,659
47165,2020-12-31,508
47167,2020-12-31,138
47169,2020-12-31,29
47171,2020-12-31,86
47173,2020-12-31,68
47175,2020-12-31,32
47177,2020-12-31,197
47179,2020-12-31,558
47181,2021-03-30,129
47183,2020-12-31,67
47185,2020-12-31,123
47187,2020-12-31,232
47189,2020-12-31,400
48000,2020-06-15,131484
48001,2021-06-01,169
48003,2021-06-01,36
48005,2021-06-01,238
48007,2021-06-01,152
48009,2021-06-01,27
48011,2021-06-01,0
48013,2021-06-01,208
48015,2021-06-01,1
48017,2021-06-01,78
48019,2021-06-01,68
48021,2021-06-01,235
48023,2021-06-01,0
48025,2021-06-01,88
48027,2021-06-14,1178
48029,2021-06-01,3986
48031,2021-06-01,29
48033,2021-06-01,0
48035,2021-06-01,48
48037,2021-06-01,551
48039,2021-06-01,755
48041,2021-06-01,549
48043,2021-06-01,46
48045,2021-06-01,0
48047,2021-06-01,618
48049,2021-06-14,159
48051,2021-06-01,55
48053,2021-06-01,386
48055,2021-06-01,127
48057,2021-06-01,76
48059,2021-06-01,6
48061,2021-06-01,1102
48063,2021-06-01,15
48065,2021-06-01,17
48067,2021-06-01,61
48069,2021-06-01,22
48071,2021-06-01,112
48073,2021-06-01,167
48075,2021-06-01,65
48077,2021-06-01,15
48079,2021-06-01,3
48081,2021-06-01,0
48083,2021-06-01,23
48085,2021-06-01,956
48087,2021-06-01,6
48089,2021-06-01,47
48091,2021-06-01,369
48093,2021-06-01,26
48095,2021-06-01,0
48097,2021-06-14,20
48099,2021-06-01,89
48101,2021-06-01,0
48103,2021-06-01,15
48105,2021-06-01,15
48107,2021-06-01,5
48109,2021-06-01,14
48111,2021-06-01,30
48113,2021-06-01,5463
48115,2021-06-01,34
48117,2021-06-01,53
48119,2021-06-01,5
48121,2021-06-01,942
48123,2021-06-01,131
48125,2021-06-01,5
48127,2021-06-01,88
48129,2021-06-01,13
48131,2021-06-01,25
48133,2021-06-01,60
48135,2021-06-01,736
48137,2021-06-01,17
48139,2021-06-01,405
48141,2021-06-01,2100
48143,2021-06-14,86
48145,2021-06-01,62
48147,2021-06-01,476
48149,2021-06-01,23
48151,2021-06-01,0
48153,2021-06-01,0
48155,2021-06-01,0
48157,2021-06-01,658
48159,2021-06-01,63
48161,2021-06-01,29
48163,2021-06-01,0
48165,2021-06-01,60
48167,2021-06-01,800
48169,2021-06-01,86
48171,2021-06-01,69
48173,2021-06-01,0
48175,2021-06-01,15
48177,2021-06-01,57
48179,2021-06-01,62
48181,2021-06-01,371
48183,2021-06-01,593
48185,2021-06-01,53
48187,2021-06-01,366
48189,2021-06-01,100
48191,2021-06-01,6
48193,2021-06-01,0
48195,2021-06-01,5
48197,2021-06-01,2
48199,2021-06-01,150
48201,2021-06-14,8115
48203,2021-06-01,215
48205,2021-06-01,0
48207,2021-06-01,288
48209,2021-06-01,419
48211,2021-06-01,6
48213,2021-06-01,408
48215,2021-06-01,1204
48217,2021-06-01,143
48219,2021-06-01,45
48221,2021-06-01,160
48223,2021-06-01,151
48225,2021-06-01,113
48227,2021-06-01,89
48229,2021-06-01,101
48231,2021-06-01,246
48233,2021-06-01,34
48235,2021-06-01,0
48237,2021-06-01,26
48239,2021-06-01,63
48241,2021-06-01,98
48243,2021-06-01,0
48245,2021-06-01,1313
48247,2021-06-01,38
48249,2021-06-01,47
48251,2021-06-01,704
48253,2021-06-01,49
48255,2021-06-01,513
48257,2021-06-01,361
48259,2021-06-01,94
48261,2021-06-01,0
48263,2021-06-01,0
48265,2021-06-01,211
48267,2021-06-01,13
48269,2021-06-01,0
48271,2021-06-01,5
48273,2021-06-01,107
48275,2021-06-01,3
48277,2021-06-01,121
48279,2021-06-01,40
48281,2021-06-01,36
48283,2021-06-01,33
48285,2021-06-01,17
48287,2021-06-01,48
48289,2021-06-01,46
48291,2021-06-01,254
48293,2021-06-01,120
48295,2021-06-01,3
48297,2021-06-01,46
48299,2021-06-01,40
48301,2021-06-01,0
48303,2021-06-01,1348
48305,2021-06-01,32
48307,2021-06-01,62
48309,2021-06-01,1245
48311,2021-06-01,0
48313,2021-06-01,33
48315,2021-06-01,29
48317,2021-06-01,9
48319,2021-06-01,3
48321,2021-06-01,118
48323,2021-06-01,199
48325,2021-06-01,84
48327,2021-06-01,3
48329,2021-06-01,392
48331,2021-06-01,138
48333,2021-06-01,16
48335,2021-06-01,40
48337,2021-06-01,34
48339,2021-06-01,971
48341,2021-06-01,40
48343,2021-06-01,21
48345,2021-06-01,0
48347,2021-06-01,275
48349,2021-06-01,163
48351,2021-06-01,8
48353,2021-06-01,82
48355,2021-06-01,1042
48357,2021-06-01,22
48359,2021-06-01,2
48361,2021-06-01,244
48363,2021-06-01,86
48365,2021-06-01,42
48367,2021-06-01,406
48369,2021-06-01,15
48371,2021-06-01,32
48373,2021-06-01,191
48375,2021-06-01,495
48377,2021-06-01,59
48379,2021-06-01,30
48381,2021-06-01,394
48383,2021-06-01,12
48385,2021-06-01,0
48387,2021-06-14,49
48389,2021-06-01,54
48391,2021-06-01,43
48393,2021-06-01,0
48395,2021-06-01,37
48397,2021-06-01,153
48399,2021-06-01,31
48401,2021-06-14,20
48403,2021-06-01,11
48405,2021-06-01,28
48407,2021-06-01,114
48409,2021-06-01,207
48411,2021-06-01,0
48413,2021-06-01,8
48415,2021-06-01,84
48417,2021-06-01,17
48419,2021-06-01,46
48421,2021-06-01,9
48423,2021-06-01,973
48425,2021-06-01,37
48427,2021-06-01,245
48429,2021-06-01,29
48431,2021-06-01,0
48433,2021-06-01,1
48435,2021-06-01,11
48437,2021-06-01,8
48439,2021-06-01,4004
48441,2021-06-01,568
48443,2021-06-01,0
48445,2021-06-01,82
48447,2021-06-01,0
48449,2021-06-01,129
48451,2021-06-14,492
48453,2021-06-01,1457
48455,2021-06-01,7
48457,2021-06-01,32
48459,2021-06-01,131
48461,2021-06-01,20
48463,2021-06-01,169
48465,2021-06-01,129
48467,2021-06-01,129
48469,2021-06-01,281
48471,2021-06-01,170
48473,2021-06-01,96
48475,2021-06-01,56
48477,2021-06-01,92
48479,2021-06-01,451
48481,2021-06-01,118
48483,2021-06-01,27
48485,2021-06-01,476
48487,2021-06-01,39
48489,2021-06-01,72
48491,2021-06-01,518
48493,2021-06-14,87
48495,2021-06-01,89
48497,2021-06-01,178
48499,2021-06-01,115
48501,2021-06-01,27
48503,2021-06-01,59
48505,2021-06-01,172
48507,2021-06-01,59
49000,2020-08-31,5696
49005,2020-12-07,142
49011,2021-03-29,423
49019,2021-02-16,21
49021,2021-03-30,144
49035,2021-06-14,1645
49039,2021-03-30,22
49045,2021-03-12,205
49053,2021-03-29,296
49057,2021-03-29,874
50000,2020-11-16,0
51000,2021-04-01,23897
51013,2021-03-30,255
51025,2021-06-14,417
51069,2020-01-04,540
51083,2021-06-14,0
51085,2021-06-14,438
51087,2021-03-29,1206
51119,2021-03-30,163
51159,2021-06-14,467
51161,2021-03-30,1095
51163,2021-06-14,103
51187,2021-06-14,445
51191,2021-06-14,650
51550,2020-04-08,1046
51590,2021-03-30,286
51670,2021-06-14,1224
51710,2021-03-29,983
51770,2021-03-30,385
51790,2021-06-14,732
51800,2021-06-14,650
51810,2021-06-14,1225
51830,2021-06-14,376
53000,2021-06-14,14038
53001,2021-03-30,23
53007,2021-03-30,125
53009,2021-03-30,5
53011,2021-06-14,0
53013,2021-06-14,7
53015,2021-03-29,134
53021,2021-03-29,115
53025,2021-03-29,96
53027,2021-03-29,189
53029,2021-06-14,44
53031,2021-03-30,20
53033,2021-06-14,1587
53035,2021-03-29,276
53037,2021-03-29,88
53041,2021-03-29,147
53043,2021-06-14,13
53045,2021-03-30,87
53047,2021-03-30,97
53049,2021-03-30,25
53053,2021-03-30,610
53057,2021-03-29,183
53059,2021-03-29,17
53061,2021-06-14,438
53063,2020-03-31,606
53067,2021-03-29,243
53071,2021-06-14,57
53073,2021-03-29,208
53075,2021-03-29,27
53077,2021-03-30,547
54039,2021-01-06,646
55000,2021-06-11,19377
55005,2021-03-29,98
55009,2021-06-13,643
55015,2021-03-30,75
55017,2021-03-29,106
55025,2021-03-29,588
55031,2021-01-21,154
55035,2021-03-29,183
55043,2021-06-14,50
55053,2021-03-30,89
55059,2021-06-14,525
55063,2021-03-30,100
55069,2021-03-29,88
55071,2021-03-30,146
55079,2021-03-30,1604
55089,2021-03-29,168
55093,2021-03-29,25
55095,2021-03-29,72
55101,2021-03-30,733
55113,2021-02-25,77
55117,2021-03-29,347
55121,2020-05-18,28
55133,2021-03-29,488
56003,2021-03-29,47
56021,2021-01-11,240
56023,2021-03-30,19
56027,2021-03-30,1
56029,2021-03-29,38
56037,2021-03-29,84
